date,segment,user_uid,Body Map Soreness,Body Map Pain,Sleep_Duration_h,Meals,Snacks,Drinks,Fatigue,RPE_Physical,RPE_Mental,Good_stress,Bad_stress
8/16/22,Back body_map_posterior_hip_right,esns7rcfv4jkhkog,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/16/22,Front body_map_quad_left,esns7rcfv4jkhkog,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/16/22,Front body_map_quad_right,esns7rcfv4jkhkog,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/17/22,Back Hamstring (Left),esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/17/22,Back Hamstring (Right),esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/17/22,Back Posterior Hip (Left),esns7rcfv4jkhkog,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/17/22,Back Posterior Hip (Right),esns7rcfv4jkhkog,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/17/22,Back Traps / Mid Back,esns7rcfv4jkhkog,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/17/22,,esns7rcfv4jkhkog,NA,NA,8,3,3,3,4,4,4,4,2
8/17/22,Front Quad (Left),esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/17/22,Front Quad (Right),esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/17/22,Back body_map_hamstring_left,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/17/22,Back body_map_hamstring_right,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/17/22,Back body_map_mid_back_traps,esns7rcfv4jkhkog,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/17/22,Back body_map_posterior_hip_left,esns7rcfv4jkhkog,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/17/22,Back body_map_posterior_hip_right,esns7rcfv4jkhkog,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/17/22,Front body_map_quad_left,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/17/22,Front body_map_quad_right,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/18/22,Back Hamstring (Left),esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/18/22,Back Hamstring (Right),esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/18/22,Back Traps / Mid Back,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/18/22,,esns7rcfv4jkhkog,NA,NA,8,3,2,3,4,3,6,4,2
8/18/22,Front Quad (Left),esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/18/22,Front Quad (Right),esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/18/22,Back body_map_hamstring_left,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/18/22,Back body_map_hamstring_right,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/18/22,Back body_map_mid_back_traps,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/18/22,Front body_map_quad_left,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/18/22,Front body_map_quad_right,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/22/22,Back Hamstring (Left),esns7rcfv4jkhkog,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/22/22,Back Hamstring (Right),esns7rcfv4jkhkog,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/22/22,Back Posterior Hip (Left),esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/22/22,Back Posterior Hip (Right),esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/22/22,,esns7rcfv4jkhkog,NA,NA,8,3,2,4,4,4,0,3,3
8/22/22,Front Quad (Left),esns7rcfv4jkhkog,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/22/22,Front Quad (Right),esns7rcfv4jkhkog,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/22/22,Back body_map_hamstring_left,esns7rcfv4jkhkog,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/22/22,Back body_map_hamstring_right,esns7rcfv4jkhkog,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/22/22,Back body_map_posterior_hip_left,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/22/22,Back body_map_posterior_hip_right,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/22/22,Front body_map_quad_left,esns7rcfv4jkhkog,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/22/22,Front body_map_quad_right,esns7rcfv4jkhkog,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/23/22,Back Hamstring (Left),esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/23/22,Back Hamstring (Right),esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/23/22,,esns7rcfv4jkhkog,NA,NA,8,3,3,3,4,3,4,4,2
8/23/22,Front Foot / Ankle (Left),esns7rcfv4jkhkog,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/23/22,Front Quad (Left),esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/23/22,Front Quad (Right),esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/23/22,Back body_map_hamstring_left,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/23/22,Back body_map_hamstring_right,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/23/22,Front body_map_foot_ankle_left,esns7rcfv4jkhkog,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/23/22,Front body_map_quad_left,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/23/22,Front body_map_quad_right,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/24/22,Back Hamstring (Left),esns7rcfv4jkhkog,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/24/22,Back Hamstring (Right),esns7rcfv4jkhkog,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/24/22,Back Posterior Hip (Left),esns7rcfv4jkhkog,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/24/22,Back Posterior Hip (Right),esns7rcfv4jkhkog,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/24/22,,esns7rcfv4jkhkog,NA,NA,8,3,1,3,4,3,5,4,4
8/24/22,Front Quad (Left),esns7rcfv4jkhkog,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/24/22,Front Quad (Right),esns7rcfv4jkhkog,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/24/22,Back body_map_hamstring_left,esns7rcfv4jkhkog,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/24/22,Back body_map_hamstring_right,esns7rcfv4jkhkog,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/24/22,Back body_map_posterior_hip_left,esns7rcfv4jkhkog,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/24/22,Back body_map_posterior_hip_right,esns7rcfv4jkhkog,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/24/22,Front body_map_quad_left,esns7rcfv4jkhkog,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/24/22,Front body_map_quad_right,esns7rcfv4jkhkog,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/26/22,Back Hamstring (Left),esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/26/22,Back Hamstring (Right),esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/26/22,Back Traps / Mid Back,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/26/22,,esns7rcfv4jkhkog,NA,NA,7,3,3,4,6,3,6,3,3
8/26/22,Front Quad (Left),esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/26/22,Front Quad (Right),esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/26/22,Back body_map_hamstring_left,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/26/22,Back body_map_hamstring_right,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/26/22,Back body_map_mid_back_traps,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/26/22,Front body_map_quad_left,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/26/22,Front body_map_quad_right,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/27/22,Back Hamstring (Left),esns7rcfv4jkhkog,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/27/22,Back Hamstring (Right),esns7rcfv4jkhkog,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/27/22,Back Posterior Hip (Left),esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/27/22,Back Posterior Hip (Right),esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/27/22,Back Traps / Mid Back,esns7rcfv4jkhkog,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/27/22,,esns7rcfv4jkhkog,NA,NA,8,3,3,4,3,4,4,3,3
8/27/22,Front Quad (Left),esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/27/22,Front Quad (Right),esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/27/22,Back body_map_hamstring_left,esns7rcfv4jkhkog,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/27/22,Back body_map_hamstring_right,esns7rcfv4jkhkog,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/27/22,Back body_map_mid_back_traps,esns7rcfv4jkhkog,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/27/22,Back body_map_posterior_hip_left,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/27/22,Back body_map_posterior_hip_right,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/27/22,Front body_map_quad_left,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/27/22,Front body_map_quad_right,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/30/22,Back Hamstring (Left),esns7rcfv4jkhkog,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/30/22,Back Hamstring (Right),esns7rcfv4jkhkog,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/30/22,,esns7rcfv4jkhkog,NA,NA,8,3,2,4,5,3,4,3,2
8/30/22,Front Outer Leg / Shin (Left),esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/30/22,Front Outer Leg / Shin (Right),esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/30/22,Front Quad (Left),esns7rcfv4jkhkog,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/30/22,Front Quad (Right),esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/30/22,Back body_map_hamstring_left,esns7rcfv4jkhkog,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/30/22,Back body_map_hamstring_right,esns7rcfv4jkhkog,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/30/22,Front body_map_outer_leg_shin_left,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/30/22,Front body_map_outer_leg_shin_right,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/30/22,Front body_map_quad_left,esns7rcfv4jkhkog,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/30/22,Front body_map_quad_right,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/31/22,Back Hamstring (Left),esns7rcfv4jkhkog,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/31/22,Back Hamstring (Right),esns7rcfv4jkhkog,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/31/22,Back Traps / Mid Back,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/31/22,,esns7rcfv4jkhkog,NA,NA,7,3,2,3,4,3,3,3,3
8/31/22,Front Quad (Left),esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/31/22,Front Quad (Right),esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/31/22,Back body_map_hamstring_left,esns7rcfv4jkhkog,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/31/22,Back body_map_hamstring_right,esns7rcfv4jkhkog,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/31/22,Back body_map_mid_back_traps,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/31/22,Front body_map_quad_left,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/31/22,Front body_map_quad_right,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/1/22,Back Hamstring (Left),esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/1/22,Back Hamstring (Right),esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/1/22,Back Traps / Mid Back,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/1/22,,esns7rcfv4jkhkog,NA,NA,8,3,2,3,3,3,3,3,2
9/1/22,Front Anterior Hip / Groin / Adductors (Right),esns7rcfv4jkhkog,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/1/22,Back body_map_hamstring_left,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/1/22,Back body_map_hamstring_right,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/1/22,Back body_map_mid_back_traps,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/1/22,Front body_map_anterior_hip_groin_adductors_right,esns7rcfv4jkhkog,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/2/22,Back Traps / Mid Back,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/2/22,,esns7rcfv4jkhkog,NA,NA,9,3,2,4,3,3,3,3,3
9/2/22,Back body_map_mid_back_traps,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/3/22,Back Hamstring (Left),esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/3/22,Back Hamstring (Right),esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/3/22,Back Posterior Hip (Left),esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/3/22,Back Posterior Hip (Right),esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/3/22,Back Traps / Mid Back,esns7rcfv4jkhkog,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/3/22,,esns7rcfv4jkhkog,NA,NA,7,3,3,4,4,3,4,3,2
9/3/22,Back body_map_hamstring_left,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/3/22,Back body_map_hamstring_right,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/3/22,Back body_map_mid_back_traps,esns7rcfv4jkhkog,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/3/22,Back body_map_posterior_hip_left,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/3/22,Back body_map_posterior_hip_right,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/4/22,Back Hamstring (Left),esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/4/22,Back Hamstring (Right),esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/4/22,Back Posterior Hip (Left),esns7rcfv4jkhkog,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/4/22,Back Posterior Hip (Right),esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/4/22,Back Traps / Mid Back,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/4/22,,esns7rcfv4jkhkog,NA,NA,9,3,2,4,3,3,0,3,2
9/4/22,Front Quad (Left),esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/4/22,Front Quad (Right),esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/4/22,Back body_map_hamstring_left,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/4/22,Back body_map_hamstring_right,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/4/22,Back body_map_mid_back_traps,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/4/22,Back body_map_posterior_hip_left,esns7rcfv4jkhkog,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/4/22,Back body_map_posterior_hip_right,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/4/22,Front body_map_quad_left,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/4/22,Front body_map_quad_right,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/5/22,Back Traps / Mid Back,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/5/22,,esns7rcfv4jkhkog,NA,NA,8,3,2,4,2,3,2,2,2
9/5/22,Back body_map_mid_back_traps,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/6/22,Back Hamstring (Left),esns7rcfv4jkhkog,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/6/22,Back Hamstring (Right),esns7rcfv4jkhkog,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/6/22,Back Traps / Mid Back,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/6/22,,esns7rcfv4jkhkog,NA,NA,8,3,2,4,4,2,4,3,2
9/6/22,Front Anterior Hip / Groin / Adductors (Left),esns7rcfv4jkhkog,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/6/22,Front Anterior Hip / Groin / Adductors (Right),esns7rcfv4jkhkog,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/6/22,Back body_map_hamstring_left,esns7rcfv4jkhkog,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/6/22,Back body_map_hamstring_right,esns7rcfv4jkhkog,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/6/22,Back body_map_mid_back_traps,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/6/22,Front body_map_anterior_hip_groin_adductors_left,esns7rcfv4jkhkog,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/6/22,Front body_map_anterior_hip_groin_adductors_right,esns7rcfv4jkhkog,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/7/22,Back Hamstring (Left),esns7rcfv4jkhkog,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/7/22,Back Hamstring (Right),esns7rcfv4jkhkog,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/7/22,Back Lower Back,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/7/22,Back Posterior Hip (Left),esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/7/22,Back Posterior Hip (Right),esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/7/22,Back Traps / Mid Back,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/7/22,,esns7rcfv4jkhkog,NA,NA,8,3,2,3,4,4,3,3,3
9/7/22,Front Quad (Left),esns7rcfv4jkhkog,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/7/22,Front Quad (Right),esns7rcfv4jkhkog,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/7/22,Back body_map_hamstring_left,esns7rcfv4jkhkog,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/7/22,Back body_map_hamstring_right,esns7rcfv4jkhkog,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/7/22,Back body_map_lower_back,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/7/22,Back body_map_mid_back_traps,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/7/22,Back body_map_posterior_hip_left,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/7/22,Back body_map_posterior_hip_right,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/7/22,Front body_map_quad_left,esns7rcfv4jkhkog,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/7/22,Front body_map_quad_right,esns7rcfv4jkhkog,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/8/22,Back Hamstring (Left),esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/8/22,Back Hamstring (Right),esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/8/22,Back Neck,esns7rcfv4jkhkog,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/8/22,Back Posterior Hip (Left),esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/8/22,Back Posterior Hip (Right),esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/8/22,Back Traps / Mid Back,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/8/22,,esns7rcfv4jkhkog,NA,NA,6,3,2,3,4,3,4,3,2
9/8/22,Front Quad (Left),esns7rcfv4jkhkog,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/8/22,Front Quad (Right),esns7rcfv4jkhkog,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/8/22,Back body_map_hamstring_left,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/8/22,Back body_map_hamstring_right,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/8/22,Back body_map_mid_back_traps,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/8/22,Back body_map_neck,esns7rcfv4jkhkog,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/8/22,Back body_map_posterior_hip_left,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/8/22,Back body_map_posterior_hip_right,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/8/22,Front body_map_quad_left,esns7rcfv4jkhkog,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/8/22,Front body_map_quad_right,esns7rcfv4jkhkog,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/10/22,,esns7rcfv4jkhkog,NA,NA,5,3,5,3,4,2,4,3,3
9/11/22,,esns7rcfv4jkhkog,NA,NA,10,3,2,3,2,3,0,3,3
9/12/22,Back Traps / Mid Back,esns7rcfv4jkhkog,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/12/22,,esns7rcfv4jkhkog,NA,NA,8,3,2,3,2,1,0,3,4
9/12/22,Back body_map_mid_back_traps,esns7rcfv4jkhkog,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/13/22,Back Hamstring (Left),esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/13/22,Back Hamstring (Right),esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/13/22,Back Traps / Mid Back,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/13/22,,esns7rcfv4jkhkog,NA,NA,7,3,2,3,3,3,3,3,3
9/13/22,Back body_map_hamstring_left,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/13/22,Back body_map_hamstring_right,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/13/22,Back body_map_mid_back_traps,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/14/22,Back Hamstring (Left),esns7rcfv4jkhkog,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/14/22,Back Hamstring (Right),esns7rcfv4jkhkog,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/14/22,Back Posterior Hip (Left),esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/14/22,Back Posterior Hip (Right),esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/14/22,Back Traps / Mid Back,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/14/22,,esns7rcfv4jkhkog,NA,NA,8,3,3,3,3,4,3,4,3
9/14/22,Back body_map_hamstring_left,esns7rcfv4jkhkog,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/14/22,Back body_map_hamstring_right,esns7rcfv4jkhkog,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/14/22,Back body_map_mid_back_traps,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/14/22,Back body_map_posterior_hip_left,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/14/22,Back body_map_posterior_hip_right,esns7rcfv4jkhkog,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
